	iz	LowerstatenameImpZeff	UpperstatenameImpZeff	rate(s-1)	Acc	E_i(cm-1)	E_k(cm-1)	Lowerconf	Lowerterm	LowerJ	Upperconf	Upperterm	UpperJ
659	0	2s1,2p3 3P	2s2,2p(2P^3/2)4f1 2[3/2]	1.30E+06	C	75256.1696	84036.332	2s2p3	3P^0	0	2s22p(2P^3/2)4f	2[3/2]	1
660	0	2s2,2p1,3d1 3P	2s2,2p1,7p1 3D	1.70E+04	D	79318.8093	88096.06	2s22p3d	3P^0	1	2s22p7p	3D	2
661	0	2s2,2p1,3d1 3P	2s2,2p1,7p1 3D	1.00E+04	D	79318.8093	88092	2s22p3d	3P^0	1	2s22p7p	3D	1
662	0	2s2,2p1,3d1 3P	2s2,2p1,7p1 3D	1.30E+04	D	79323.1883	88092	2s22p3d	3P^0	0	2s22p7p	3D	1
663	0	2s2,2p1,3d1 3F	2s2,2p1,6p1 3D	1.50E+04	D	78199.09144	86965.494	2s22p3d	3F^0	2	2s22p6p	3D	2
664	0	2s2,2p1,3s1 1P	2s2,2p1,3p1 3S	6.40E+03	C	61981.83211	70743.97227	2s22p3s	1P^0	1	2s22p3p	3S	1
665	0	2s1,2p3 3P	2s2,2p(2P^3/2)4f1 2[5/2]	6.40E+05	C	75254.0017	84013.4311	2s2p3	3P^0	1	2s22p(2P^3/2)4f	2[5/2]	2
666	0	2s1,2p3 3P	2s2,2p(2P^3/2)4f1 2[5/2]	2.20E+05	C	75255.29373	84013.4311	2s2p3	3P^0	2	2s22p(2P^3/2)4f	2[5/2]	2
667	0	2s1,2p3 3P	2s2,2p(2P^3/2)4f1 2[5/2]	2.10E+06	C	75255.29373	84013.27526	2s2p3	3P^0	2	2s22p(2P^3/2)4f	2[5/2]	3
668	0	2s2,2p1,3d1 3F	2s2,2p1,6p1 3D	1.40E+05	D	78199.09144	86956.176	2s22p3d	3F^0	2	2s22p6p	3D	1
669	0	2s2,2p1,3d1 3F	2s2,2p1,6p1 3D	1.30E+05	D	78249.96676	87002.31	2s22p3d	3F^0	4	2s22p6p	3D	3
670	0	2s2,2p1,3d1 3F	2s2,2p1,6p1 3D	1.20E+05	D	78215.54012	86965.494	2s22p3d	3F^0	3	2s22p6p	3D	2
671	0	2s2,2p1,3d1 1D	2s2,2p(2P^1/2)5f1 2[7/2]	1.40E+06	D	77679.83311	86414.5662	2s22p3d	1D^0	2	2s22p(2P^1/2)5f	2[7/2]	3
672	0	2s2,2p1,3d1 1D	2s2,2p(2P^1/2)5f1 2[5/2]	2.10E+05	E	77679.83311	86412.131	2s22p3d	1D^0	2	2s22p(2P^1/2)5f	2[5/2]	2
673	0	2s2,2p1,3d1 1D	2s2,2p(2P^1/2)5f1 2[5/2]	1.70E+06	D	77679.83311	86412.0301	2s22p3d	1D^0	2	2s22p(2P^1/2)5f	2[5/2]	3
674	0	2s2,2p1,3d1 3D	2s2,2p1,6p1 3D	2.50E+03	D	78307.64625	87002.31	2s22p3d	3D^0	2	2s22p6p	3D	3
675	0	2s2,2p1,3d1 1F	2s2,2p1,6p1 1D	2.60E+05	B	78529.64651	87218.275	2s22p3d	1F^0	3	2s22p6p	1D	2
676	0	2s2,2p1,3d1 3D	2s2,2p1,6p1 3D	2.00E+04	D	78318.26602	87002.31	2s22p3d	3D^0	3	2s22p6p	3D	3
677	0	2s2,2p1,3d1 3D	2s2,2p1,6p1 3D	3.30E+03	D	78293.51263	86965.494	2s22p3d	3D^0	1	2s22p6p	3D	2
678	0	2s1,2p3 3P	2s2,2p(2P^1/2)4f1 2[5/2]	8.50E+04	C	75254.0017	83919.77375	2s2p3	3P^0	1	2s22p(2P^1/2)4f	2[5/2]	2
679	0	2s1,2p3 3P	2s2,2p(2P^1/2)4f1 2[5/2]	2.90E+04	C	75255.29373	83919.77375	2s2p3	3P^0	2	2s22p(2P^1/2)4f	2[5/2]	2
680	0	2s1,2p3 3P	2s2,2p(2P^1/2)4f1 2[5/2]	3.00E+05	C	75255.29373	83919.66322	2s2p3	3P^0	2	2s22p(2P^1/2)4f	2[5/2]	3
681	0	2s2,2p1,3d1 3D	2s2,2p1,6p1 3D	1.60E+04	D	78293.51263	86956.176	2s22p3d	3D^0	1	2s22p6p	3D	1
682	0	2s2,2p1,3d1 3D	2s2,2p1,6p1 3D	1.50E+04	D	78307.64625	86965.494	2s22p3d	3D^0	2	2s22p6p	3D	2
683	0	2s2,2p1,3p1 3D	2s2,2p1,4s1 1P	2.00E+05	C	69689.49393	78340.29782	2s22p3p	3D	1	2s22p4s	1P^0	1
684	0	2s2,2p1,3d1 3D	2s2,2p1,6p1 3D	5.00E+03	D	78307.64625	86956.176	2s22p3d	3D^0	2	2s22p6p	3D	1
685	0	2s2,2p1,3d1 3D	2s2,2p1,6p1 3D	3.40E+03	D	78318.26602	86965.494	2s22p3d	3D^0	3	2s22p6p	3D	2
686	0	2s2,2p1,3p1 3D	2s2,2p1,4s1 1P	4.00E+05	C	69710.68728	78340.29782	2s22p3p	3D	2	2s22p4s	1P^0	1
687	0	2s2,2p1,3p1 3D	2s2,2p1,3d1 3D	5.00E+04	D	69689.49393	78307.64625	2s22p3p	3D	1	2s22p3d	3D^0	2
688	0	2s2,2p1,3p1 3D	2s2,2p1,3d1 3D	5.00E+04	D	69710.68728	78318.26602	2s22p3p	3D	2	2s22p3d	3D^0	3
689	0	2s2,2p1,3p1 3D	2s2,2p1,3d1 3D	4.40E+06	B	69689.49393	78293.51263	2s22p3p	3D	1	2s22p3d	3D^0	1
690	0	2s2,2p1,4p1 1P	2s2,2p(2P^3/2)8d1 2[3/2]	2.50E+05	D	80562.8855	89164.74	2s22p4p	1P	1	2s22p(2P^3/2)8d	2[3/2]^0	1
691	0	2s2,2p1,3p1 3D	2s2,2p1,3d1 3D	5.40E+06	B	69710.68728	78307.64625	2s22p3p	3D	2	2s22p3d	3D^0	2
692	0	2s2,2p1,3p1 3D	2s2,2p1,3d1 3D	1.58E+06	B	69710.68728	78293.51263	2s22p3p	3D	2	2s22p3d	3D^0	1
693	0	2s2,2p1,3p1 3S	2s2,2p1,3d1 3P	8.40E+06	B	70743.97227	79323.1883	2s22p3p	3S	1	2s22p3d	3P^0	0
694	0	2s2,2p1,3p1 3S	2s2,2p1,3d1 3P	8.60E+06	B	70743.97227	79318.8093	2s22p3p	3S	1	2s22p3d	3P^0	1
695	0	2s2,2p1,3p1 3D	2s2,2p1,3d1 3D	7.50E+06	B	69744.05213	78318.26602	2s22p3p	3D	3	2s22p3d	3D^0	3
696	0	2s2,2p1,4s1 1P	2s2,2p1,6p1 1P	1.20E+05	C	78340.29782	86912.89	2s22p4s	1P^0	1	2s22p6p	1P	1
697	0	2s2,2p1,3p1 3S	2s2,2p1,3d1 3P	9.10E+06	B	70743.97227	79310.86822	2s22p3p	3S	1	2s22p3d	3P^0	2
698	0	2s2,2p1,3p1 3D	2s2,2p1,3d1 3D	1.57E+06	B	69744.05213	78307.64625	2s22p3p	3D	3	2s22p3d	3D^0	2
699	0	2s2,2p1,3s1 3P	2s2,2p1,3p1 1P	2.20E+03	D	60333.4476	68856.35208	2s22p3s	3P^0	0	2s22p3p	1P	1
700	0	2s2,2p1,3p1 3D	2s2,2p1,3d1 3F	2.29E+07	B	69689.49393	78199.09144	2s22p3p	3D	1	2s22p3d	3F^0	2
701	0	2s2,2p1,3p1 3D	2s2,2p1,3d1 3F	2.60E+07	B	69744.05213	78249.96676	2s22p3p	3D	3	2s22p3d	3F^0	4
702	0	2s2,2p1,3p1 3D	2s2,2p1,3d1 3F	2.40E+07	B	69710.68728	78215.54012	2s22p3p	3D	2	2s22p3d	3F^0	3
703	0	2s2,2p1,3s1 3P	2s2,2p1,3p1 1P	2.50E+04	D	60352.6584	68856.35208	2s22p3s	3P^0	1	2s22p3p	1P	1
704	0	2s2,2p1,3p1 3D	2s2,2p1,3d1 3F	2.90E+06	B	69710.68728	78199.09144	2s22p3p	3D	2	2s22p3d	3F^0	2
705	0	2s2,2p1,3p1 3D	2s2,2p1,3d1 3F	1.26E+06	B	69744.05213	78215.54012	2s22p3p	3D	3	2s22p3d	3F^0	3
706	0	2s2,2p1,3s1 3P	2s2,2p1,3p1 1P	2.60E-01	E	60393.1693	68856.35208	2s22p3s	3P^0	2	2s22p3p	1P	1
707	0	2s2,2p1,3p1 3D	2s2,2p1,4s1 3P	3.10E+05	B	69689.49393	78148.10824	2s22p3p	3D	1	2s22p4s	3P^0	2
708	0	2s2,2p1,3p1 3D	2s2,2p1,3d1 3F	2.90E+03	B	69744.05213	78199.09144	2s22p3p	3D	3	2s22p3d	3F^0	2
709	0	2s2,2p1,3p1 3D	2s2,2p1,4s1 3P	1.91E+06	B	69710.68728	78148.10824	2s22p3p	3D	2	2s22p4s	3P^0	2
710	0	2s2,2p1,3p1 3D	2s2,2p1,4s1 3P	3.10E+06	B	69689.49393	78116.77336	2s22p3p	3D	1	2s22p4s	3P^0	1
711	0	2s2,2p1,3p1 3D	2s2,2p1,4s1 3P	1.16E+07	B	69689.49393	78105.00058	2s22p3p	3D	1	2s22p4s	3P^0	0
712	0	2s2,2p1,3p1 3D	2s2,2p1,4s1 3P	8.30E+06	B	69710.68728	78116.77336	2s22p3p	3D	2	2s22p4s	3P^0	1
713	0	2s2,2p1,3p1 3D	2s2,2p1,4s1 3P	9.20E+06	B	69744.05213	78148.10824	2s22p3p	3D	3	2s22p4s	3P^0	2
714	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)8d1 2[1/2]	4.40E+03	D	80782.44916	89170.01	2s22p4p	3D	1	2s22p(2P^3/2)8d	2[1/2]^0	1
715	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)8d1 2[1/2]	1.80E+04	D	80782.44916	89169.2	2s22p4p	3D	1	2s22p(2P^3/2)8d	2[1/2]^0	0
716	0	2s2,2p1,4s1 3P	2s2,2p(2P^3/2)5f1 2[3/2]	1.60E+05	E	78116.77336	86498.753	2s22p4s	3P^0	1	2s22p(2P^3/2)5f	2[3/2]	2
717	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)8d1 2[3/2]	1.70E+02	D	80782.44916	89162.6	2s22p4p	3D	1	2s22p(2P^3/2)8d	2[3/2]^0	2
718	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)8d1 2[1/2]	1.30E+04	D	80801.28887	89170.01	2s22p4p	3D	2	2s22p(2P^3/2)8d	2[1/2]^0	1
719	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)8d1 2[3/2]	2.60E+03	D	80801.28887	89162.6	2s22p4p	3D	2	2s22p(2P^3/2)8d	2[3/2]^0	2
720	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)8d1 2[5/2]	3.40E+03	D	80782.44916	89142.68	2s22p4p	3D	1	2s22p(2P^3/2)8d	2[5/2]^0	2
721	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)8d1 2[5/2]	2.50E+03	D	80801.28887	89144.03	2s22p4p	3D	2	2s22p(2P^3/2)8d	2[5/2]^0	3
722	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)8d1 2[5/2]	1.50E+04	D	80801.28887	89142.68	2s22p4p	3D	2	2s22p(2P^3/2)8d	2[5/2]^0	2
723	0	2s2,2p1,4s1 3P	2s2,2p(2P^3/2)5f1 2[5/2]	2.10E+05	E	78148.10824	86482.6727	2s22p4s	3P^0	2	2s22p(2P^3/2)5f	2[5/2]	3
724	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)8d1 2[3/2]	1.40E+04	D	80834.62491	89162.6	2s22p4p	3D	3	2s22p(2P^3/2)8d	2[3/2]^0	2
725	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)8d1 2[5/2]	2.00E+04	D	80834.62491	89144.03	2s22p4p	3D	3	2s22p(2P^3/2)8d	2[5/2]^0	3
726	0	2s2,2p1,4p1 3D	2s2,2p(2P^1/2)8d1 2[3/2]	1.70E+04	D	80782.44916	89091.25	2s22p4p	3D	1	2s22p(2P^1/2)8d	2[3/2]^0	1
727	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)8d1 2[5/2]	3.40E+03	D	80834.62491	89142.68	2s22p4p	3D	3	2s22p(2P^3/2)8d	2[5/2]^0	2
728	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)8d1 2[7/2]	5.00E+04	D	80834.62491	[89136.58]	2s22p4p	3D	3	2s22p(2P^3/2)8d	2[7/2]^0	4
729	0	2s2,2p1,4p1 3D	2s2,2p(2P^1/2)8d1 2[3/2]	4.10E+04	D	80782.44916	89081.3	2s22p4p	3D	1	2s22p(2P^1/2)8d	2[3/2]^0	2
730	0	2s2,2p1,4p1 3D	2s2,2p(2P^1/2)8d1 2[3/2]	5.00E+03	D	80801.28887	89091.25	2s22p4p	3D	2	2s22p(2P^1/2)8d	2[3/2]^0	1
731	0	2s2,2p1,4p1 3D	2s2,2p(2P^1/2)8d1 2[5/2]	4.40E+04	D	80801.28887	89081.96	2s22p4p	3D	2	2s22p(2P^1/2)8d	2[5/2]^0	3
732	0	2s2,2p1,4p1 3D	2s2,2p(2P^1/2)8d1 2[3/2]	8.00E+03	D	80801.28887	89081.3	2s22p4p	3D	2	2s22p(2P^1/2)8d	2[3/2]^0	2
733	0	2s2,2p1,3d1 3F	2s2,2p(2P^3/2)5f1 2[9/2]	1.30E+06	D	78215.54012	86488.3559	2s22p3d	3F^0	3	2s22p(2P^3/2)5f	2[9/2]	4
734	0	2s2,2p1,3d1 3F	2s2,2p(2P^3/2)5f1 2[7/2]	9.00E+05	D	78199.09144	86469.5436	2s22p3d	3F^0	2	2s22p(2P^3/2)5f	2[7/2]	3
735	0	2s2,2p1,4p1 3D	2s2,2p(2P^1/2)8d1 2[5/2]	5.00E+03	D	80834.62491	89081.96	2s22p4p	3D	3	2s22p(2P^1/2)8d	2[5/2]^0	3
736	0	2s2,2p1,4p1 3D	2s2,2p(2P^1/2)8d1 2[3/2]	2.10E+02	D	80834.62491	89081.3	2s22p4p	3D	3	2s22p(2P^1/2)8d	2[3/2]^0	2
737	0	2s2,2p1,3d1 3F	2s2,2p(2P^3/2)5f1 2[9/2]	5.40E+06	D+	78249.96676	86488.024	2s22p3d	3F^0	4	2s22p(2P^3/2)5f	2[9/2]	5
738	0	2s2,2p1,3d1 3F	2s2,2p(2P^3/2)5f1 2[7/2]	7.00E+05	D	78249.96676	86469.7252	2s22p3d	3F^0	4	2s22p(2P^3/2)5f	2[7/2]	4
739	0	2s2,2p1,3d1 3F	2s2,2p(2P^1/2)5f1 2[7/2]	3.70E+06	D+	78199.09144	86414.5662	2s22p3d	3F^0	2	2s22p(2P^1/2)5f	2[7/2]	3
740	0	2s2,2p1,3d1 3F	2s2,2p(2P^1/2)5f1 2[5/2]	4.20E+05	D	78199.09144	86412.0301	2s22p3d	3F^0	2	2s22p(2P^1/2)5f	2[5/2]	3
741	0	2s2,2p1,3d1 3F	2s2,2p(2P^1/2)5f1 2[7/2]	3.90E+06	D+	78215.54012	86414.7662	2s22p3d	3F^0	3	2s22p(2P^1/2)5f	2[7/2]	4
742	0	2s2,2p1,3d1 3D	2s2,2p(2P^3/2)5f1 2[3/2]	2.40E+05	E	78307.64625	86498.753	2s22p3d	3D^0	2	2s22p(2P^3/2)5f	2[3/2]	2
743	0	2s2,2p1,3d1 3D	2s2,2p(2P^3/2)5f1 2[5/2]	2.40E+05	E	78307.64625	86482.6727	2s22p3d	3D^0	2	2s22p(2P^3/2)5f	2[5/2]	3
744	0	2s2,2p1,3d1 3D	2s2,2p(2P^3/2)5f1 2[5/2]	1.00E+06	D	78318.26602	86482.6727	2s22p3d	3D^0	3	2s22p(2P^3/2)5f	2[5/2]	3
745	0	2s2,2p1,3d1 3D	2s2,2p(2P^3/2)5f1 2[7/2]	2.10E+06	D	78307.64625	86469.5436	2s22p3d	3D^0	2	2s22p(2P^3/2)5f	2[7/2]	3
746	0	2s2,2p1,3d1 3D	2s2,2p(2P^3/2)5f1 2[7/2]	3.40E+06	D+	78318.26602	86469.7252	2s22p3d	3D^0	3	2s22p(2P^3/2)5f	2[7/2]	4
747	0	2s2,2p1,4s1 1P	2s2,2p(2P^3/2)5f1 2[5/2]	4.50E+05	D	78340.29782	86482.794	2s22p4s	1P^0	1	2s22p(2P^3/2)5f	2[5/2]	2
748	0	2s2,2p1,3d1 3D	2s2,2p(2P^1/2)5f1 2[5/2]	3.20E+06	D	78293.51263	86412.131	2s22p3d	3D^0	1	2s22p(2P^1/2)5f	2[5/2]	2
749	0	2s2,2p1,3d1 3D	2s2,2p(2P^1/2)5f1 2[5/2]	3.70E+05	E	78307.64625	86412.131	2s22p3d	3D^0	2	2s22p(2P^1/2)5f	2[5/2]	2
750	0	2s2,2p1,3d1 3D	2s2,2p(2P^1/2)5f1 2[5/2]	1.50E+06	D	78307.64625	86412.0301	2s22p3d	3D^0	2	2s22p(2P^1/2)5f	2[5/2]	3
751	0	2s2,2p1,3d1 3D	2s2,2p(2P^1/2)5f1 2[7/2]	3.50E+05	E	78318.26602	86414.7662	2s22p3d	3D^0	3	2s22p(2P^1/2)5f	2[7/2]	4
752	0	2s2,2p1,3d1 3D	2s2,2p(2P^1/2)5f1 2[5/2]	3.30E+04	E	78318.26602	86412.0301	2s22p3d	3D^0	3	2s22p(2P^1/2)5f	2[5/2]	3
753	0	2s2,2p1,4p1 1P	2s2,2p(2P^3/2)7d1 2[3/2]	3.90E+05	D	80562.8855	88638.99	2s22p4p	1P	1	2s22p(2P^3/2)7d	2[3/2]^0	1
754	0	2s2,2p1,4p1 3S	2s2,2p(2P^3/2)8d1 2[1/2]	2.20E+04	D	81105.06418	89170.01	2s22p4p	3S	1	2s22p(2P^3/2)8d	2[1/2]^0	1
755	0	2s2,2p1,4p1 3S	2s2,2p(2P^3/2)8d1 2[1/2]	2.20E+04	D	81105.06418	89169.2	2s22p4p	3S	1	2s22p(2P^3/2)8d	2[1/2]^0	0
756	0	2s2,2p1,4p1 3S	2s2,2p(2P^3/2)8d1 2[3/2]	2.20E+04	D	81105.06418	89162.6	2s22p4p	3S	1	2s22p(2P^3/2)8d	2[3/2]^0	2
757	0	2s2,2p1,3p1 3D	2s2,2p1,3d1 1D	2.70E+03	C	69689.49393	77679.83311	2s22p3p	3D	1	2s22p3d	1D^0	2
758	0	2s2,2p1,3p1 3S	2s2,2p1,3d1 1P	8.80E+03	C	70743.97227	78731.2956	2s22p3p	3S	1	2s22p3d	1P^0	1
759	0	2s2,2p1,3p1 3D	2s2,2p1,3d1 1D	1.90E+04	C	69710.68728	77679.83311	2s22p3p	3D	2	2s22p3d	1D^0	2
760	0	2s2,2p1,3p1 3P	2s2,2p1,3d1 3P	3.80E+06	B	71352.54344	79318.8093	2s22p3p	3P	0	2s22p3d	3P^0	1
761	0	2s2,2p1,3d1 1F	2s2,2p(2P^3/2)5f1 2[9/2]	3.20E+06	D+	78529.64651	86488.3559	2s22p3d	1F^0	3	2s22p(2P^3/2)5f	2[9/2]	4
762	0	2s2,2p1,3p1 3P	2s2,2p1,3d1 3P	1.27E+07	B	71364.93596	79323.1883	2s22p3p	3P	1	2s22p3d	3P^0	0
763	0	2s2,2p1,3p1 3P	2s2,2p1,3d1 3P	3.60E+06	B	71364.93596	79318.8093	2s22p3p	3P	1	2s22p3d	3P^0	1
764	0	2s2,2p1,3p1 3P	2s2,2p1,3d1 3P	2.45E+06	B	71364.93596	79310.86822	2s22p3p	3P	1	2s22p3d	3P^0	2
765	0	2s2,2p1,3d1 1F	2s2,2p(2P^3/2)5f1 2[7/2]	9.00E+05	D	78529.64651	86469.7252	2s22p3d	1F^0	3	2s22p(2P^3/2)5f	2[7/2]	4
766	0	2s2,2p1,3p1 3P	2s2,2p1,3d1 3P	5.10E+06	B	71385.40992	79318.8093	2s22p3p	3P	2	2s22p3d	3P^0	1
767	0	2s2,2p1,3p1 3P	2s2,2p1,3d1 3P	9.40E+06	B	71385.40992	79310.86822	2s22p3p	3P	2	2s22p3d	3P^0	2
768	0	2s2,2p1,3d1 1F	2s2,2p(2P^1/2)5f1 2[7/2]	8.00E+05	D	78529.64651	86414.7662	2s22p3d	1F^0	3	2s22p(2P^1/2)5f	2[7/2]	4
769	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)7d1 2[1/2]	2.40E+04	D	80782.44916	88648.4	2s22p4p	3D	1	2s22p(2P^3/2)7d	2[1/2]^0	0
770	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)7d1 2[1/2]	6.00E+03	D	80782.44916	88646.9	2s22p4p	3D	1	2s22p(2P^3/2)7d	2[1/2]^0	1
771	0	2s2,2p1,4p1 3P	2s2,2p(2P^3/2)8d1 2[1/2]	2.80E+04	D	81311.0544	89170.01	2s22p4p	3P	0	2s22p(2P^3/2)8d	2[1/2]^0	1
772	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)7d1 2[3/2]	2.40E+02	D	80782.44916	88639.1	2s22p4p	3D	1	2s22p(2P^3/2)7d	2[3/2]^0	2
773	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)7d1 2[1/2]	1.80E+04	D	80801.28887	88646.9	2s22p4p	3D	2	2s22p(2P^3/2)7d	2[1/2]^0	1
774	0	2s2,2p1,4p1 3P	2s2,2p(2P^3/2)8d1 2[1/2]	2.10E+04	D	81325.81077	89170.01	2s22p4p	3P	1	2s22p(2P^3/2)8d	2[1/2]^0	1
775	0	2s2,2p1,4p1 3P	2s2,2p(2P^3/2)8d1 2[1/2]	8.00E+04	D	81325.81077	89169.2	2s22p4p	3P	1	2s22p(2P^3/2)8d	2[1/2]^0	0
776	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)7d1 2[3/2]	3.50E+03	D	80801.28887	88639.1	2s22p4p	3D	2	2s22p(2P^3/2)7d	2[3/2]^0	2
777	0	2s2,2p1,4p1 3P	2s2,2p(2P^3/2)8d1 2[3/2]	2.10E+04	D	81325.81077	89162.6	2s22p4p	3P	1	2s22p(2P^3/2)8d	2[3/2]^0	2
778	0	2s2,2p1,4p1 3P	2s2,2p(2P^3/2)8d1 2[1/2]	3.40E+04	D	81344.05485	89170.01	2s22p4p	3P	2	2s22p(2P^3/2)8d	2[1/2]^0	1
779	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)7d1 2[5/2]	6.00E+03	D	80782.44916	88604.76	2s22p4p	3D	1	2s22p(2P^3/2)7d	2[5/2]^0	2
780	0	2s2,2p1,4p1 3P	2s2,2p(2P^3/2)8d1 2[3/2]	6.00E+04	D	81344.05485	89162.6	2s22p4p	3P	2	2s22p(2P^3/2)8d	2[3/2]^0	2
781	0	2s2,2p1,4p1 3P	2s2,2p(2P^3/2)8d1 2[5/2]	7.00E+03	D	81325.81077	89142.68	2s22p4p	3P	1	2s22p(2P^3/2)8d	2[5/2]^0	2
782	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)7d1 2[5/2]	4.50E+03	D	80801.28887	88606.32	2s22p4p	3D	2	2s22p(2P^3/2)7d	2[5/2]^0	3
783	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)7d1 2[3/2]	1.90E+04	D	80834.62491	88639.1	2s22p4p	3D	3	2s22p(2P^3/2)7d	2[3/2]^0	2
784	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)7d1 2[5/2]	2.80E+04	D	80801.28887	88604.76	2s22p4p	3D	2	2s22p(2P^3/2)7d	2[5/2]^0	2
785	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)8s1 2[3/2]	3.30E+03	D	80782.44916	88584.28	2s22p4p	3D	1	2s22p(2P^3/2)8s	2[3/2]^0	2
786	0	2s2,2p1,4p1 3P	2s2,2p(2P^3/2)8d1 2[5/2]	9.00E+03	D	81344.05485	89144.03	2s22p4p	3P	2	2s22p(2P^3/2)8d	2[5/2]^0	3
787	0	2s2,2p1,4p1 3P	2s2,2p(2P^3/2)8d1 2[5/2]	2.20E+03	D	81344.05485	89142.68	2s22p4p	3P	2	2s22p(2P^3/2)8d	2[5/2]^0	2
788	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)8s1 2[3/2]	5.00E+04	D	80801.28887	88584.28	2s22p4p	3D	2	2s22p(2P^3/2)8s	2[3/2]^0	2
789	0	2s2,2p1,4p1 3P	2s2,2p(2P^1/2)8d1 2[3/2]	5.00E+03	D	81311.0544	89091.25	2s22p4p	3P	0	2s22p(2P^1/2)8d	2[3/2]^0	1
790	0	2s2,2p1,4p1 3D	2s2,2p(2P^1/2)7d1 2[3/2]	3.00E+04	D	80782.44916	88558.62	2s22p4p	3D	1	2s22p(2P^1/2)7d	2[3/2]^0	1
791	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)7d1 2[5/2]	3.50E+04	D	80834.62491	88606.32	2s22p4p	3D	3	2s22p(2P^3/2)7d	2[5/2]^0	3
792	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)7d1 2[5/2]	6.00E+03	D	80834.62491	88604.76	2s22p4p	3D	3	2s22p(2P^3/2)7d	2[5/2]^0	2
793	0	2s2,2p1,4p1 3D	2s2,2p(2P^1/2)8s1 2[1/2]	8.00E+04	D	80782.44916	88549.095	2s22p4p	3D	1	2s22p(2P^1/2)8s	2[1/2]^0	1
794	0	2s2,2p1,4p1 3P	2s2,2p(2P^1/2)8d1 2[3/2]	3.60E+03	D	81325.81077	89091.25	2s22p4p	3P	1	2s22p(2P^1/2)8d	2[3/2]^0	1
795	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)7d1 2[7/2]	1.00E+05	D	80834.62491	[88596.17]	2s22p4p	3D	3	2s22p(2P^3/2)7d	2[7/2]^0	4
796	0	2s2,2p1,4p1 3D	2s2,2p(2P^1/2)8s1 2[1/2]	3.30E+05	D	80782.44916	88543.78	2s22p4p	3D	1	2s22p(2P^1/2)8s	2[1/2]^0	0
797	0	2s2,2p1,4p1 3D	2s2,2p(2P^1/2)7d1 2[3/2]	8.00E+04	D	80782.44916	88543.5	2s22p4p	3D	1	2s22p(2P^1/2)7d	2[3/2]^0	2
798	0	2s2,2p1,4p1 3D	2s2,2p(2P^1/2)7d1 2[3/2]	1.00E+04	D	80801.28887	88558.62	2s22p4p	3D	2	2s22p(2P^1/2)7d	2[3/2]^0	1
799	0	2s2,2p1,3d1 1P	2s2,2p(2P^3/2)5f1 2[5/2]	1.40E+06	D	78731.2956	86482.794	2s22p3d	1P^0	1	2s22p(2P^3/2)5f	2[5/2]	2
800	0	2s2,2p1,4p1 3D	2s2,2p(2P^3/2)8s1 2[3/2]	2.70E+05	D	80834.62491	88584.28	2s22p4p	3D	3	2s22p(2P^3/2)8s	2[3/2]^0	2
801	0	2s2,2p1,4p1 3D	2s2,2p(2P^1/2)8s1 2[1/2]	2.50E+05	D	80801.28887	88549.095	2s22p4p	3D	2	2s22p(2P^1/2)8s	2[1/2]^0	1
802	0	2s2,2p1,4p1 3P	2s2,2p(2P^1/2)8d1 2[3/2]	2.40E+02	D	81344.05485	89091.25	2s22p4p	3P	2	2s22p(2P^1/2)8d	2[3/2]^0	1
803	0	2s2,2p1,4p1 3D	2s2,2p(2P^1/2)7d1 2[5/2]	9.00E+04	D	80801.28887	88545.02	2s22p4p	3D	2	2s22p(2P^1/2)7d	2[5/2]^0	3
804	0	2s2,2p1,4p1 3D	2s2,2p(2P^1/2)7d1 2[3/2]	1.50E+04	D	80801.28887	88543.5	2s22p4p	3D	2	2s22p(2P^1/2)7d	2[3/2]^0	2
805	0	2s2,2p1,3d1 1D	2s2,2p1,5p1 1D	1.10E+05	B	77679.83311	85399.833	2s22p3d	1D^0	2	2s22p5p	1D	2
