	iz	LowerstatenameImpZeff	UpperstatenameImpZeff	rate(s-1)	Acc	E_i(cm-1)	E_k(cm-1)	Lowerconf	Lowerterm	LowerJ	Upperconf	Upperterm	UpperJ
2915	2	2p(2P)3p1 3P	2s1,5p1 3P	1.83E+06	B	329706.47	344238.68	1s22p(2P^0)3p	3P	1	1s22s5p	3P^0	0
2916	2	2p(2P)3p1 3P	2s1,5p1 3P	4.58E+05	B	329706.47	344236.29	1s22p(2P^0)3p	3P	1	1s22s5p	3P^0	1
2917	2	2p(2P)3p1 3D	2p(2P)3d1 3D	7.80E+05	B	323140.33	337668.89	1s22p(2P^0)3p	3D	3	1s22p(2P^0)3d	3D^0	2
2918	2	2p(2P)3p1 3P	2s1,5p1 3P	4.58E+05	B	329706.47	344232.98	1s22p(2P^0)3p	3P	1	1s22s5p	3P^0	2
2919	2	2p(2P)3p1 3P	2s1,5p1 3P	7.58E+05	B	329743.57	344236.29	1s22p(2P^0)3p	3P	2	1s22s5p	3P^0	1
2920	2	2p(2P)3p1 3P	2s1,5p1 3P	1.36E+06	B	329743.57	344232.98	1s22p(2P^0)3p	3P	2	1s22s5p	3P^0	2
2921	2	2p(2P)3s1 1P	2s1,4d1 1D	7.46E+07	B	310006.32	324212.49	1s22p(2P^0)3s	1P^0	1	1s22s4d	1D	2
2922	2	2p(2P)3d1 1D	2s1,5d1 1D	5.32E+04	D	332691.28	346658.34	1s22p(2P^0)3d	1D^0	2	1s22s5d	1D	2
2923	2	2p(2P)3p1 1D	2p(2P)3d1 1P	3.09E+06	B	333118.21	346712.73	1s22p(2P^0)3p	1D	2	1s22p(2P^0)3d	1P^0	1
2924	2	2s1,6p1 3P	2s1,8d1 3D	4.22E+06	B	357049.38	370499	1s22s6p	3P^0	0	1s22s8d	3D	1
2925	2	2s1,6p1 3P	2s1,8d1 3D	5.69E+06	B	357050.17	370499	1s22s6p	3P^0	1	1s22s8d	3D	2
2926	2	2s1,6p1 3P	2s1,8d1 3D	3.16E+06	B	357050.17	370499	1s22s6p	3P^0	1	1s22s8d	3D	1
2927	2	2s1,6p1 3P	2s1,8d1 3D	1.90E+06	B	357051.23	370499	1s22s6p	3P^0	2	1s22s8d	3D	2
2928	2	2s1,6p1 3P	2s1,8d1 3D	2.11E+05	B	357051.23	370499	1s22s6p	3P^0	2	1s22s8d	3D	1
2929	2	2s1,6p1 3P	2s1,8d1 3D	7.59E+06	B	357051.23	370499	1s22s6p	3P^0	2	1s22s8d	3D	3
2930	2	2s1,5d1 3D	2s1,6f1 3F	4.98E+07	C+	345497.15	358850.74	1s22s5d	3D	3	1s22s6f	3F^0	4
2931	2	2s1,5d1 3D	2s1,6f1 3F	4.43E+07	C+	345496.72	358850.32	1s22s5d	3D	2	1s22s6f	3F^0	3
2932	2	2s1,5d1 3D	2s1,6f1 3F	4.19E+07	C+	345496.57	358850.02	1s22s5d	3D	1	1s22s6f	3F^0	2
2933	2	2s1,5d1 3D	2s1,6f1 3F	7.77E+06	C+	345496.72	358850.02	1s22s5d	3D	2	1s22s6f	3F^0	2
2934	2	2s1,5d1 3D	2s1,6f1 3F	5.55E+06	C+	345497.15	358850.32	1s22s5d	3D	3	1s22s6f	3F^0	3
2935	2	2s1,5d1 3D	2s1,6f1 3F	2.19E+05	C+	345497.15	358850.02	1s22s5d	3D	3	1s22s6f	3F^0	2
2936	2	2p(2P)3s1 3P	2s1,4d1 3D	2.61E+06	B	308216.58	321411.31	1s22p(2P^0)3s	3P^0	0	1s22s4d	3D	1
2937	2	2p(2P)3d1 3F	2s1,5g1 3G	2.70E+07	C+	333387.01	346579.21	1s22p(2P^0)3d	3F^0	2	1s22s5g	3G	3
2938	2	2p(2P)3s1 3P	2s1,4d1 3D	3.51E+06	B	308248.91	321426.74	1s22p(2P^0)3s	3P^0	1	1s22s4d	3D	2
2939	2	2p(2P)3d1 3F	2s1,5g1 3G	2.75E+07	C+	333411.55	346579.21	1s22p(2P^0)3d	3F^0	3	1s22s5g	3G	4
2940	2	2p(2P)3d1 3F	2s1,5g1 3G	2.36E+06	C+	333411.55	346579.21	1s22p(2P^0)3d	3F^0	3	1s22s5g	3G	3
2941	2	2p(2P)3s1 3P	2s1,4d1 3D	1.94E+06	B	308248.91	321411.31	1s22p(2P^0)3s	3P^0	1	1s22s4d	3D	1
2942	2	2p(2P)3s1 3P	2s1,4d1 3D	4.63E+06	B	308317.29	321450.05	1s22p(2P^0)3s	3P^0	2	1s22s4d	3D	3
2943	2	2p(2P)3d1 3F	2s1,5g1 3G	2.92E+07	C+	333447.24	346579.49	1s22p(2P^0)3d	3F^0	4	1s22s5g	3G	5
2944	2	2p(2P)3d1 3F	2s1,5g1 3G	3.56E+04	C+	333447.24	346579.21	1s22p(2P^0)3d	3F^0	4	1s22s5g	3G	3
2945	2	2p(2P)3d1 3F	2s1,5g1 3G	1.82E+06	C+	333447.24	346579.21	1s22p(2P^0)3d	3F^0	4	1s22s5g	3G	4
2946	2	2p(2P)3s1 3P	2s1,4d1 3D	1.15E+06	B	308317.29	321426.74	1s22p(2P^0)3s	3P^0	2	1s22s4d	3D	2
2947	2	2p(2P)3s1 3P	2s1,4d1 3D	1.28E+05	B	308317.29	321411.31	1s22p(2P^0)3s	3P^0	2	1s22s4d	3D	1
2948	2	2p(2P)3p1 1P	2p(2P)3d1 1D	1.30E+07	B	319720.35	332691.28	1s22p(2P^0)3p	1P	1	1s22p(2P^0)3d	1D^0	2
2949	2	2p(2P)3p1 3S	2p(2P)3d1 3P	1.77E+07	B	327278.27	340141.83	1s22p(2P^0)3p	3S	1	1s22p(2P^0)3d	3P^0	0
2950	2	2p(2P)3p1 3S	2p(2P)3d1 3P	1.76E+07	B	327278.27	340127.53	1s22p(2P^0)3p	3S	1	1s22p(2P^0)3d	3P^0	1
2951	2	2p(2P)3p1 3S	2p(2P)3d1 3P	1.75E+07	B	327278.27	340101.84	1s22p(2P^0)3p	3S	1	1s22p(2P^0)3d	3P^0	2
2952	2	2s1,5d1 1D	2s1,6f1 1F	5.01E+07	B	346658.34	359121.95	1s22s5d	1D	2	1s22s6f	1F^0	3
2953	2	2p(2P)3d1 3F	2s1,5d1 3D	1.69E+04	B	333387.01	345497.15	1s22p(2P^0)3d	3F^0	2	1s22s5d	3D	3
2954	2	2p(2P)3d1 3F	2s1,5d1 3D	8.39E+05	B	333387.01	345496.72	1s22p(2P^0)3d	3F^0	2	1s22s5d	3D	2
2955	2	2p(2P)3d1 3F	2s1,5d1 3D	7.53E+06	B	333387.01	345496.57	1s22p(2P^0)3d	3F^0	2	1s22s5d	3D	1
2956	2	2p(2P)3d1 3F	2s1,5d1 3D	5.96E+05	B	333411.55	345497.15	1s22p(2P^0)3d	3F^0	3	1s22s5d	3D	3
2957	2	2p(2P)3d1 3F	2s1,5d1 3D	6.65E+06	B	333411.55	345496.72	1s22p(2P^0)3d	3F^0	3	1s22s5d	3D	2
2958	2	2p(2P)3d1 3F	2s1,5d1 3D	6.81E+06	B	333447.24	345497.15	1s22p(2P^0)3d	3F^0	4	1s22s5d	3D	3
2959	2	2p(2P)3d1 1P	2s1,6d1 1D	7.61E+06	B	346712.73	358732.93	1s22p(2P^0)3d	1P^0	1	1s22s6d	1D	2
2960	2	2p(2P)3p1 1S	2s1,6p1 1P	1.05E+07	B	345095.43	357109.68	1s22p(2P^0)3p	1S	0	1s22s6p	1P^0	1
2961	2	2s1,4d1 3D	2p(2P)3d1 3F	2.70E+07	B	321450.05	333447.24	1s22s4d	3D	3	1s22p(2P^0)3d	3F^0	4
2962	2	2s1,4d1 3D	2p(2P)3d1 3F	2.39E+07	B	321426.74	333411.55	1s22s4d	3D	2	1s22p(2P^0)3d	3F^0	3
2963	2	2s1,4d1 3D	2p(2P)3d1 3F	2.26E+07	B	321411.31	333387.01	1s22s4d	3D	1	1s22p(2P^0)3d	3F^0	2
2964	2	2s1,4d1 3D	2p(2P)3d1 3F	2.98E+06	B	321450.05	333411.55	1s22s4d	3D	3	1s22p(2P^0)3d	3F^0	3
2965	2	2s1,4d1 3D	2p(2P)3d1 3F	4.17E+06	B	321426.74	333387.01	1s22s4d	3D	2	1s22p(2P^0)3d	3F^0	2
2966	2	2s1,4p1 3P	2p(2P)3p1 3P	3.16E+04	B	317796.51	329743.57	1s22s4p	3P^0	1	1s22p(2P^0)3p	3P	2
2967	2	2s1,4p1 3P	2p(2P)3p1 3P	9.46E+04	B	317801.3	329743.57	1s22s4p	3P^0	2	1s22p(2P^0)3p	3P	2
2968	2	2s1,4d1 3D	2p(2P)3d1 3F	1.17E+05	B	321450.05	333387.01	1s22s4d	3D	3	1s22p(2P^0)3d	3F^0	2
2969	2	2s1,4p1 3P	2p(2P)3p1 3P	4.17E+04	B	317794.26	329706.47	1s22s4p	3P^0	0	1s22p(2P^0)3p	3P	1
2970	2	2s1,4p1 3P	2p(2P)3p1 3P	3.13E+04	B	317796.51	329706.47	1s22s4p	3P^0	1	1s22p(2P^0)3p	3P	1
2971	2	2s1,4p1 3P	2p(2P)3p1 3P	5.21E+04	B	317801.3	329706.47	1s22s4p	3P^0	2	1s22p(2P^0)3p	3P	1
2972	2	2s1,4p1 3P	2p(2P)3p1 3P	1.25E+05	B	317796.51	329685.38	1s22s4p	3P^0	1	1s22p(2P^0)3p	3P	0
2973	2	2s1,3s1 1S	2s1,3p1 1P	1.01E+07	B	247170.26	258931.29	1s22s3s	1S	0	1s22s3p	1P^0	1
2974	2	2s1,6f1 3F	2s1,8d1 3D	2.32E+05	C+	358850.02	370499	1s22s6f	3F^0	2	1s22s8d	3D	2
2975	2	2s1,6f1 3F	2s1,8d1 3D	2.08E+06	C+	358850.02	370499	1s22s6f	3F^0	2	1s22s8d	3D	1
2976	2	2s1,6f1 3F	2s1,8d1 3D	4.67E+03	C	358850.02	370499	1s22s6f	3F^0	2	1s22s8d	3D	3
2977	2	2s1,6f1 3F	2s1,8d1 3D	1.85E+06	C+	358850.32	370499	1s22s6f	3F^0	3	1s22s8d	3D	2
2978	2	2s1,6f1 3F	2s1,8d1 3D	1.66E+05	C+	358850.32	370499	1s22s6f	3F^0	3	1s22s8d	3D	3
2979	2	2s1,6f1 3F	2s1,8d1 3D	1.91E+06	C+	358850.74	370499	1s22s6f	3F^0	4	1s22s8d	3D	3
2980	2	2s1,5d1 3D	2s1,6p1 3P	1.72E+05	B	345496.57	357051.23	1s22s5d	3D	1	1s22s6p	3P^0	2
2981	2	2s1,5d1 3D	2s1,6p1 3P	2.58E+06	B	345496.72	357051.23	1s22s5d	3D	2	1s22s6p	3P^0	2
2982	2	2s1,5d1 3D	2s1,6p1 3P	1.45E+07	B	345497.15	357051.23	1s22s5d	3D	3	1s22s6p	3P^0	2
2983	2	2s1,5d1 3D	2s1,6p1 3P	4.30E+06	B	345496.57	357050.17	1s22s5d	3D	1	1s22s6p	3P^0	1
2984	2	2s1,5d1 3D	2s1,6p1 3P	1.29E+07	B	345496.72	357050.17	1s22s5d	3D	2	1s22s6p	3P^0	1
2985	2	2s1,5d1 3D	2s1,6p1 3P	1.72E+07	B	345496.57	357049.38	1s22s5d	3D	1	1s22s6p	3P^0	0
2986	2	2s1,6d1 1D	2s1,8p1 1P	6.74E+06	B	358732.93	369926	1s22s6d	1D	2	1s22s8p	1P^0	1
2987	2	2s1,8p1 1P	2p(2P)4p1 1P	6.34E+05	B	369926	381105.4	1s22s8p	1P^0	1	1s22p(2P^0)4p	1P	1
2988	2	2s1,4p1 1P	2p(2P)3p1 1D	1.05E+07	B	322404.2	333118.21	1s22s4p	1P^0	1	1s22p(2P^0)3p	1D	2
2989	2	2s1,4s1 1S	2s1,4p1 1P	1.59E+07	B	311721.51	322404.2	1s22s4s	1S	0	1s22s4p	1P^0	1
2990	2	2s1,5p1 3P	2s1,6s1 3S	2.99E+07	B	344232.98	354858.03	1s22s5p	3P^0	2	1s22s6s	3S	1
2991	2	2s1,5p1 3P	2s1,6s1 3S	1.79E+07	B	344236.29	354858.03	1s22s5p	3P^0	1	1s22s6s	3S	1
2992	2	2s1,5p1 3P	2s1,6s1 3S	5.98E+06	B	344238.68	354858.03	1s22s5p	3P^0	0	1s22s6s	3S	1
2993	2	2s1,5d1 1D	2s1,6p1 1P	2.25E+07	B	346658.34	357109.68	1s22s5d	1D	2	1s22s6p	1P^0	1
2994	2	2p(2P)3p1 3P	2p(2P)3d1 3P	7.14E+05	C+	329685.38	340127.53	1s22p(2P^0)3p	3P	0	1s22p(2P^0)3d	3P^0	1
2995	2	2p(2P)3p1 3P	2p(2P)3d1 3P	2.14E+06	C+	329706.47	340141.83	1s22p(2P^0)3p	3P	1	1s22p(2P^0)3d	3P^0	0
2996	2	2p(2P)3p1 3P	2p(2P)3d1 3P	5.32E+05	C+	329706.47	340127.53	1s22p(2P^0)3p	3P	1	1s22p(2P^0)3d	3P^0	1
2997	2	2s1,4f1 1F	2p(2P)3p1 1D	3.07E+04	B	322702.02	333118.21	1s22s4f	1F^0	3	1s22p(2P^0)3p	1D	2
2998	2	2p(2P)3p1 3P	2p(2P)3d1 3P	5.28E+05	C+	329706.47	340101.84	1s22p(2P^0)3p	3P	1	1s22p(2P^0)3d	3P^0	2
2999	2	2p(2P)3p1 3P	2p(2P)3d1 3P	8.78E+05	C+	329743.57	340127.53	1s22p(2P^0)3p	3P	2	1s22p(2P^0)3d	3P^0	1
3000	2	2p(2P)3p1 3P	2p(2P)3d1 3P	1.57E+06	C+	329743.57	340101.84	1s22p(2P^0)3p	3P	2	1s22p(2P^0)3d	3P^0	2
3001	2	2p(2P)3p1 3D	2p(2P)3d1 3F	7.53E+05	C+	323101.36	333411.55	1s22p(2P^0)3p	3D	2	1s22p(2P^0)3d	3F^0	3
3002	2	2p(2P)3p1 3D	2p(2P)3d1 3F	7.12E+05	C+	323076.88	333387.01	1s22p(2P^0)3p	3D	1	1s22p(2P^0)3d	3F^0	2
3003	2	2p(2P)3p1 3D	2p(2P)3d1 3F	8.47E+05	C+	323140.33	333447.24	1s22p(2P^0)3p	3D	3	1s22p(2P^0)3d	3F^0	4
3004	2	2s1,3p1 3P	2s1,3d1 3D	4.40E+06	B+	259705.55	270010.83	1s22s3p	3P^0	0	1s22s3d	3D	1
3005	2	2s1,3p1 3P	2s1,3d1 3D	5.93E+06	B+	259711.22	270011.93	1s22s3p	3P^0	1	1s22s3d	3D	2
3006	2	2s1,3p1 3P	2s1,3d1 3D	3.29E+06	B+	259711.22	270010.83	1s22s3p	3P^0	1	1s22s3d	3D	1
3007	2	2s1,3p1 3P	2s1,3d1 3D	7.88E+06	B+	259724.3	270014.74	1s22s3p	3P^0	2	1s22s3d	3D	3
3008	2	2s1,3p1 3P	2s1,3d1 3D	1.97E+06	B+	259724.3	270011.93	1s22s3p	3P^0	2	1s22s3d	3D	2
3009	2	2s1,3p1 3P	2s1,3d1 3D	2.19E+05	B+	259724.3	270010.83	1s22s3p	3P^0	2	1s22s3d	3D	1
3010	2	2p(2P)3p1 3D	2p(2P)3d1 3F	1.31E+05	C+	323101.36	333387.01	1s22p(2P^0)3p	3D	2	1s22p(2P^0)3d	3F^0	2
3011	2	2p(2P)3p1 3D	2p(2P)3d1 3F	9.34E+04	C+	323140.33	333411.55	1s22p(2P^0)3p	3D	3	1s22p(2P^0)3d	3F^0	3
3012	2	2p(2P)3p1 3D	2p(2P)3d1 3F	3.66E+03	C	323140.33	333387.01	1s22p(2P^0)3p	3D	3	1s22p(2P^0)3d	3F^0	2
3013	2	2p(2P)3p1 1D	2s1,5p1 1P	2.55E+06	B	333118.21	343258.03	1s22p(2P^0)3p	1D	2	1s22s5p	1P^0	1
3014	2	2s1,5f1 1F	2s1,6d1 1D	6.51E+06	B	348859.99	358732.93	1s22s5f	1F^0	3	1s22s6d	1D	2
3015	2	2p(2P)3s1 1P	2p(2P)3p1 1P	2.80E+06	B	310006.32	319720.35	1s22p(2P^0)3s	1P^0	1	1s22p(2P^0)3p	1P	1
3016	2	2s1,4p1 3P	2p(2P)3p1 3S	3.99E+05	B	317794.26	327278.27	1s22s4p	3P^0	0	1s22p(2P^0)3p	3S	1
3017	2	2s1,4p1 3P	2p(2P)3p1 3S	1.20E+06	B	317796.51	327278.27	1s22s4p	3P^0	1	1s22p(2P^0)3p	3S	1
3018	2	2s1,4p1 3P	2p(2P)3p1 3S	1.99E+06	B	317801.3	327278.27	1s22s4p	3P^0	2	1s22p(2P^0)3p	3S	1
3019	2	2s1,6p1 1P	2s1,7d1 1D	5.56E+06	B	357109.68	366028	1s22s6p	1P^0	1	1s22s7d	1D	2
3020	2	2s1,6p1 3P	2s1,7d1 3D	5.31E+06	B	357049.38	365638	1s22s6p	3P^0	0	1s22s7d	3D	1
3021	2	2s1,6p1 3P	2s1,7d1 3D	7.16E+06	B	357050.17	365638	1s22s6p	3P^0	1	1s22s7d	3D	2
3022	2	2s1,6p1 3P	2s1,7d1 3D	3.98E+06	B	357050.17	365638	1s22s6p	3P^0	1	1s22s7d	3D	1
3023	2	2s1,6p1 3P	2s1,7d1 3D	2.65E+05	B	357051.23	365638	1s22s6p	3P^0	2	1s22s7d	3D	1
3024	2	2s1,6p1 3P	2s1,7d1 3D	9.55E+06	B	357051.23	365638	1s22s6p	3P^0	2	1s22s7d	3D	3
3025	2	2s1,6p1 3P	2s1,7d1 3D	2.39E+06	B	357051.23	365638	1s22s6p	3P^0	2	1s22s7d	3D	2
3026	2	2s1,4d1 1D	2p(2P)3d1 1D	7.14E+03	D	324212.49	332691.28	1s22s4d	1D	2	1s22p(2P^0)3d	1D^0	2
3027	2	2p2 3P	2p2 1D	8.56E-09	D	137425.7	145876.13	1s22p2	3P	0	1s22p2	1D	2
3028	2	2p2 3P	2p2 1D	1.98E-04	C	137454.4	145876.13	1s22p2	3P	1	1s22p2	1D	2
3029	2	2p2 3P	2p2 1D	8.88E-08	D	137454.4	145876.13	1s22p2	3P	1	1s22p2	1D	2
3030	2	2p2 3P	2p2 1D	6.28E-04	C+	137502.01	145876.13	1s22p2	3P	2	1s22p2	1D	2
3031	2	2p2 3P	2p2 1D	6.10E-07	D	137502.01	145876.13	1s22p2	3P	2	1s22p2	1D	2
3032	2	2s1,4s1 3S	2s1,4p1 3P	1.61E+07	B	309457.17	317801.3	1s22s4s	3S	1	1s22s4p	3P^0	2
3033	2	2s1,4s1 3S	2s1,4p1 3P	1.61E+07	B	309457.17	317796.51	1s22s4s	3S	1	1s22s4p	3P^0	1
3034	2	2s1,4s1 3S	2s1,4p1 3P	1.60E+07	B	309457.17	317794.26	1s22s4s	3S	1	1s22s4p	3P^0	0
3035	2	2p(2P)3p1 1D	2p(2P)3d1 1F	5.66E+06	B	333118.21	341370.94	1s22p(2P^0)3p	1D	2	1s22p(2P^0)3d	1F^0	3
3036	2	2s1,5s1 1S	2p(2P)3d1 1P	1.16E+06	B	338514.33	346712.73	1s22s5s	1S	0	1s22p(2P^0)3d	1P^0	1
3037	2	2p(2P)3p1 3P	2p(2P)3d1 3D	1.84E+06	B	329685.38	337655.98	1s22p(2P^0)3p	3P	0	1s22p(2P^0)3d	3D^0	1
3038	2	2p(2P)3p1 3P	2p(2P)3d1 3D	2.48E+06	B	329706.47	337668.89	1s22p(2P^0)3p	3P	1	1s22p(2P^0)3d	3D^0	2
3039	2	2p(2P)3p1 3P	2p(2P)3d1 3D	1.37E+06	B	329706.47	337655.98	1s22p(2P^0)3p	3P	1	1s22p(2P^0)3d	3D^0	1
3040	2	2p(2P)3p1 3P	2p(2P)3d1 3D	3.29E+06	B	329743.57	337688.04	1s22p(2P^0)3p	3P	2	1s22p(2P^0)3d	3D^0	3
3041	2	2p(2P)3p1 3P	2p(2P)3d1 3D	8.16E+05	B	329743.57	337668.89	1s22p(2P^0)3p	3P	2	1s22p(2P^0)3d	3D^0	2
3042	2	2p(2P)3p1 3P	2p(2P)3d1 3D	9.02E+04	B	329743.57	337655.98	1s22p(2P^0)3p	3P	2	1s22p(2P^0)3d	3D^0	1
3043	2	2s1,6f1 1F	2s1,7d1 1D	2.78E+06	B	359121.95	366028	1s22s6f	1F^0	3	1s22s7d	1D	2
3044	2	2s1,6f1 3F	2s1,7d1 3D	4.37E+05	C+	358850.02	365638	1s22s6f	3F^0	2	1s22s7d	3D	2
3045	2	2s1,6f1 3F	2s1,7d1 3D	3.92E+06	C+	358850.02	365638	1s22s6f	3F^0	2	1s22s7d	3D	1
3046	2	2s1,6f1 3F	2s1,7d1 3D	8.80E+03	C+	358850.02	365638	1s22s6f	3F^0	2	1s22s7d	3D	3
3047	2	2s1,6f1 3F	2s1,7d1 3D	3.48E+06	C+	358850.32	365638	1s22s6f	3F^0	3	1s22s7d	3D	2
3048	2	2s1,6f1 3F	2s1,7d1 3D	3.12E+05	C+	358850.32	365638	1s22s6f	3F^0	3	1s22s7d	3D	3
3049	2	2s1,6f1 3F	2s1,7d1 3D	3.60E+06	C+	358850.74	365638	1s22s6f	3F^0	4	1s22s7d	3D	3
3050	2	2s1,6p1 3P	2s1,7s1 3S	3.28E+06	B	357049.38	363613	1s22s6p	3P^0	0	1s22s7s	3S	1
3051	2	2s1,6p1 3P	2s1,7s1 3S	9.84E+06	B	357050.17	363613	1s22s6p	3P^0	1	1s22s7s	3S	1
3052	2	2s1,6p1 3P	2s1,7s1 3S	1.64E+07	B	357051.23	363613	1s22s6p	3P^0	2	1s22s7s	3S	1
3053	2	2s1,6d1 1D	2s1,7p1 1P	1.17E+07	B	358732.93	364896	1s22s6d	1D	2	1s22s7p	1P^0	1
3054	2	2p(2P)3d1 3P	2s1,5d1 3D	3.89E+06	B	340101.84	345497.15	1s22p(2P^0)3d	3P^0	2	1s22s5d	3D	3
3055	2	2p(2P)3d1 3P	2s1,5d1 3D	9.71E+05	B	340101.84	345496.72	1s22p(2P^0)3d	3P^0	2	1s22s5d	3D	2
3056	2	2p(2P)3d1 3P	2s1,5d1 3D	1.08E+05	B	340101.84	345496.57	1s22p(2P^0)3d	3P^0	2	1s22s5d	3D	1
3057	2	2p(2P)3d1 3P	2s1,5d1 3D	2.87E+06	B	340127.53	345496.72	1s22p(2P^0)3d	3P^0	1	1s22s5d	3D	2
3058	2	2p(2P)3d1 3P	2s1,5d1 3D	1.60E+06	B	340127.53	345496.57	1s22p(2P^0)3d	3P^0	1	1s22s5d	3D	1
3059	2	2p(2P)3d1 3P	2s1,5d1 3D	2.11E+06	B	340141.83	345496.57	1s22p(2P^0)3d	3P^0	0	1s22s5d	3D	1
3060	2	2s1,4p1 3P	2p(2P)3p1 3D	1.06E+06	B	317801.3	323140.33	1s22s4p	3P^0	2	1s22p(2P^0)3p	3D	3
3061	2	2s1,4p1 3P	2p(2P)3p1 3D	7.81E+05	B	317796.51	323101.36	1s22s4p	3P^0	1	1s22p(2P^0)3p	3D	2
3062	2	2s1,4p1 3P	2p(2P)3p1 3D	2.60E+05	B	317801.3	323101.36	1s22s4p	3P^0	2	1s22p(2P^0)3p	3D	2
3063	2	2p(2P)3d1 1F	2s1,5d1 1D	3.76E+06	B	341370.94	346658.34	1s22p(2P^0)3d	1F^0	3	1s22s5d	1D	2
3064	2	2s1,4p1 3P	2p(2P)3p1 3D	5.71E+05	B	317794.26	323076.88	1s22s4p	3P^0	0	1s22p(2P^0)3p	3D	1
3065	2	2s1,4p1 3P	2p(2P)3p1 3D	4.28E+05	B	317796.51	323076.88	1s22s4p	3P^0	1	1s22p(2P^0)3p	3D	1
3066	2	2s1,4p1 3P	2p(2P)3p1 3D	2.85E+04	B	317801.3	323076.88	1s22s4p	3P^0	2	1s22p(2P^0)3p	3D	1
3067	2	LowerLevel UpperLevel	TP Line	Aki	Acc.	Ei	Ek	LowerLevel	UpperLevel	Type	TP	Line	
3068	2	Conf.,Term,J Conf.,Term,J	Ref. Ref.	(s-1)		(cm-1)	(cm-1)	Conf.,Term,J	Conf.,Term,J		Ref.	Ref.	
3069	2	2s1,5s1 1S	2s1,5p1 1P	5.76E+06	B	338514.33	343258.03	1s22s5s	1S	0	1s22s5p	1P^0	1
3070	2	2p(2P)4p1 1P	2p(2P)4d1 1D	2.78E+06	B	381105.4	385817.2	1s22p(2P^0)4p	1P	1	1s22p(2P^0)4d	1D^0	2
3071	2	2s1,5s1 3S	2s1,5p1 3P	4.80E+06	B	339934.72	344238.68	1s22s5s	3S	1	1s22s5p	3P^0	0
3072	2	2s1,5s1 3S	2s1,5p1 3P	4.80E+06	B	339934.72	344236.29	1s22s5s	3S	1	1s22s5p	3P^0	1
3073	2	2s1,5s1 3S	2s1,5p1 3P	4.79E+06	B	339934.72	344232.98	1s22s5s	3S	1	1s22s5p	3P^0	2
3074	2	2s1,7d1 1D	2s1,8p1 1P	6.44E+06	B	366028	369926	1s22s7d	1D	2	1s22s8p	1P^0	1
3075	2	2s1,4p1 3P	2s1,4d1 3D	1.36E+06	B	317801.3	321450.05	1s22s4p	3P^0	2	1s22s4d	3D	3
3076	2	2s1,4p1 3P	2s1,4d1 3D	1.00E+06	B	317796.51	321426.74	1s22s4p	3P^0	1	1s22s4d	3D	2
3077	2	2s1,4p1 3P	2s1,4d1 3D	3.34E+05	B	317801.3	321426.74	1s22s4p	3P^0	2	1s22s4d	3D	2
3078	2	2s1,4p1 3P	2s1,4d1 3D	7.36E+05	B	317794.26	321411.31	1s22s4p	3P^0	0	1s22s4d	3D	1
3079	2	2s1,4p1 3P	2s1,4d1 3D	5.51E+05	B	317796.51	321411.31	1s22s4p	3P^0	1	1s22s4d	3D	1
3080	2	2s1,4p1 3P	2s1,4d1 3D	3.66E+04	B	317801.3	321411.31	1s22s4p	3P^0	2	1s22s4d	3D	1
3081	2	2s1,5p1 1P	2s1,5d1 1D	3.43E+06	B	343258.03	346658.34	1s22s5p	1P^0	1	1s22s5d	1D	2
3082	2	2p(2P)3p1 1P	2s1,4p1 1P	7.51E+04	B	319720.35	322404.2	1s22p(2P^0)3p	1P	1	1s22s4p	1P^0	1
3083	2	2s1,5d1 1D	2s1,5f1 1F	8.18E+05	B	346658.34	348859.99	1s22s5d	1D	2	1s22s5f	1F^0	3
3084	2	2s1,6s1 3S	2s1,6p1 3P	1.76E+06	B	354858.03	357051.23	1s22s6s	3S	1	1s22s6p	3P^0	2
3085	2	2s1,6s1 3S	2s1,6p1 3P	1.76E+06	B	354858.03	357050.17	1s22s6s	3S	1	1s22s6p	3P^0	1
3086	2	2s1,6s1 3S	2s1,6p1 3P	1.75E+06	B	354858.03	357049.38	1s22s6s	3S	1	1s22s6p	3P^0	0
3087	2	2s1,5p1 1P	2p(2P)3p1 1S	3.24E+05	B	343258.03	345095.43	1s22s5p	1P^0	1	1s22p(2P^0)3p	1S	0
3088	2	2s1,4p1 1P	2s1,4d1 1D	7.05E+04	B	322404.2	324212.49	1s22s4p	1P^0	1	1s22s4d	1D	2
3089	2	2p(2P)3s1 1P	2s1,4s1 1S	2.44E+05	B	310006.32	311721.51	1s22p(2P^0)3s	1P^0	1	1s22s4s	1S	0
3090	2	2s1,5d1 3D	2s1,5f1 3F	4.06E+05	B	345497.15	347155.41	1s22s5d	3D	3	1s22s5f	3F^0	4
3091	2	2s1,5d1 3D	2s1,5f1 3F	3.59E+05	B	345496.72	347153.26	1s22s5d	3D	2	1s22s5f	3F^0	3
3092	2	2s1,5d1 3D	2s1,5f1 3F	4.50E+04	B	345497.15	347153.26	1s22s5d	3D	3	1s22s5f	3F^0	3
3093	2	2s1,5d1 3D	2s1,5f1 3F	3.39E+05	B	345496.57	347151.89	1s22s5d	3D	1	1s22s5f	3F^0	2
3094	2	2s1,5d1 3D	2s1,5f1 3F	6.30E+04	B	345496.72	347151.89	1s22s5d	3D	2	1s22s5f	3F^0	2
3095	2	2s1,5d1 3D	2s1,5f1 3F	1.77E+03	B	345497.15	347151.89	1s22s5d	3D	3	1s22s5f	3F^0	2
